coordinates,created_at,favorite_count,favorited,geo,id,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,source_url,text,truncated
,2018-10-10 12:50:56,0,False,,1050005763152904193,,,False,en,,Unavailable,4016,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @NHC_Surge: A destructive and life-threatening storm surge event will occur along portions of the Florida Panhandle, Big Bend, and Natur…",False
,2018-10-10 12:50:06,0,False,,1050005552443609088,,,True,en,,Unavailable,2768,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @FAANews: Due to #HurricaneMichael, flights in your area could be delayed and possibly cancelled. Please continue to check the status of…",False
,2018-10-10 12:49:08,0,False,,1050005309467611136,,,False,en,,False,3022,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @FLSERT: Hurricane shelter locations are accessible from: https://t.co/Hop887IoiC #HurricaneMichael https://t.co/Ljk8boFaSw,False
,2018-10-10 12:48:59,0,False,,1050005273279127553,,,False,en,,Unavailable,2944,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @NHC_Atlantic: Hurricane #Michael.  In addition to the life-threatening storm surge and wind impacts, heavy rainfall is expected across…",False
,2018-10-10 12:48:41,0,False,,1050005197102157825,,,False,en,,Unavailable,2947,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @NHC_Atlantic: Hurricane force winds are expected to extend well inland over portions of the Florida Panhandle and portions of southeast…,False
,2018-10-10 12:48:26,0,False,,1050005131968827396,,,False,en,,Unavailable,2521,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @NHC_Atlantic: A Storm Surge Warning remains in effect for much of the Florida Panhandle and Big Bend region, where life-threatening sto…",False
,2018-10-10 12:48:11,0,False,,1050005069234692096,,,False,en,,Unavailable,2325,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @NHC_Atlantic: NHC Director Ken Graham will provide a Facebook Live broadcast regarding Category 4 Hurricane #Michael at 8:45 a.m. EDT (…,False
,2018-10-10 12:47:57,0,False,,1050005011562926080,,,False,en,,Unavailable,4388,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @fema: As Hurricane #Michael nears land, take shelter &amp; stay safe.

?Follow weather updates on your phone or radio.

? In a tornado WARN…",False
,2018-10-10 12:47:01,56522,False,,1050004777034309633,,,False,en,,Unavailable,14485,False,Twitter for iPhone,http://twitter.com/download/iphone,Walker Stapleton is running as the highly respected Republican Candidate for Governor of the Great State of Colorad… https://t.co/Q0sTaKwDlH,True
,2018-10-10 02:28:10,0,False,,1049849039418679296,,,False,en,,Unavailable,9386,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @FLGovScott: If you’re in an evacuation zone, I am urging you to leave RIGHT NOW. Do not risk your life or the lives of your loved ones-…",False
,2018-10-10 01:23:49,53863,False,,1049832845592723457,,,False,ht,,False,13114,False,Twitter for iPhone,http://twitter.com/download/iphone,"THANK YOU IOWA &amp; NEBRASKA! VOTE, VOTE, VOTE! https://t.co/0pWiwCHGbh https://t.co/tzkiQ4IlEd",False
,2018-10-10 01:18:12,33849,False,,1049831428115062790,,,False,und,,False,8083,False,Twitter for iPhone,http://twitter.com/download/iphone,https://t.co/CPf3oxgdRX,False
,2018-10-10 01:09:41,77979,False,,1049829285677203456,,,False,en,,False,18455,False,Twitter for iPhone,http://twitter.com/download/iphone,Beautiful evening in Iowa. GOD BLESS THE U.S.A.! #MAGA?? https://t.co/Zi0rwyajrz,False
,2018-10-09 22:18:13,0,False,,1049786137500217345,,,True,en,,Unavailable,4838,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @fema: Flooding from Hurricane #Michael will affect several states. Finish preparations ASAP and get ready to shelter in a safe location…,False
,2018-10-09 21:59:52,0,False,,1049781519424712704,,,False,en,,False,18127,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @FLOTUS: Thank you Egypt ?? ?? https://t.co/7i0POn29XN,False
,2018-10-09 21:59:51,0,False,,1049781513347194880,,,False,en,,False,15774,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @FLOTUS: Thank you Kenya ?? ?? https://t.co/5FXP7Ki3Zw,False
,2018-10-09 21:39:22,57023,False,,1049776359239643136,,,False,en,,Unavailable,14634,False,Twitter for iPhone,http://twitter.com/download/iphone,.@FLGovScott has been relentless in securing the funding to fix the algae problem from Lake Okeechobee - we will so… https://t.co/6XMMjQ0V4v,True
,2018-10-09 21:34:50,0,False,,1049775219693375489,,,False,en,,False,6082,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @Scavino45: Congratulations to our 114th Supreme Court Justice, Brett M. Kavanaugh! #SCOTUS???

??https://t.co/c3YdNNcU7c https://t.co/A…",False
,2018-10-09 19:08:57,34539,False,,1049738503389675521,,,False,en,,False,7706,False,Twitter for iPhone,http://twitter.com/download/iphone,“President Donald J. Trump Approves Florida Emergency Declaration” https://t.co/TnTDCvs41W,False
,2018-10-09 16:36:48,48166,False,,1049700215949860864,,,True,en,,False,17988,False,Twitter for iPhone,http://twitter.com/download/iphone,REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/3vYfDmpqiH,False
,2018-10-09 16:07:03,45073,False,,1049692727582048258,,,False,en,,False,11482,False,Twitter for iPhone,http://twitter.com/download/iphone,"FLORIDA - It is imperative that you heed the directions of your State and Local Officials. Please be prepared, be c… https://t.co/wPghUO1OF2",True
,2018-10-09 16:00:05,28101,False,,1049690974841135104,realDonaldTrump,1049690971934511104,False,en,,Unavailable,5942,False,Twitter for iPhone,http://twitter.com/download/iphone,"...Looks to be a Cat. 3 which is even more intense than Florence. Good news is, the folks in the Pan Handle can tak… https://t.co/60JuUt9tp9",True
,2018-10-09 16:00:04,37696,False,,1049690971934511104,,,False,en,,Unavailable,8735,False,Twitter for iPhone,http://twitter.com/download/iphone,"Hurricane on its way to the Florida Pan Handle with major elements arriving tomorrow. Could also hit, in later stag… https://t.co/xycrRUIBTh",True
,2018-10-09 14:18:47,66199,False,,1049665483182694402,,,False,en,,Unavailable,13402,False,Twitter for iPhone,http://twitter.com/download/iphone,Big announcement with my friend Ambassador Nikki Haley in the Oval Office at 10:30am.,False
,2018-10-09 13:23:21,0,False,,1049651531346321408,,,False,und,,False,18075,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @realDonaldTrump: https://t.co/4ySIkmfllE,False
,2018-10-09 13:10:01,55448,False,,1049648174896504832,,,False,en,,Unavailable,11622,False,Twitter for iPhone,http://twitter.com/download/iphone,"Will be going to Iowa tonight for Rally, and more! The Farmers (and all) are very happy with USMCA!",False
,2018-10-09 12:37:55,89645,False,,1049640099007356928,,,False,en,,Unavailable,15949,False,Twitter for iPhone,http://twitter.com/download/iphone,Great evening last night at the White House honoring Justice Kavanaugh and family. Our country is very proud of them!,False
,2018-10-09 12:32:46,93948,False,,1049638803177127936,,,False,en,,Unavailable,25450,False,Twitter for iPhone,http://twitter.com/download/iphone,"The paid D.C. protesters are now ready to REALLY protest because they haven’t gotten their checks - in other words,… https://t.co/3es06u6W6e",True
,2018-10-09 12:19:53,0,False,,1049635559000469504,,,False,en,,Unavailable,4115,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @NWSTallahassee: 8am Intermediate Advisory from @NHC_Atlantic upgrades #HurricaneMichael into a category 2 hurricane. Keep in mind, wind…",False
,2018-10-09 12:18:39,0,False,,1049635249431437313,,,False,en,,Unavailable,4650,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @fema: ??If you're told to evacuate for Hurricane #Michael, don't delay. Leave as soon as possible. 

Listen to @FLSERT and local offici…",False
,2018-10-09 01:34:56,73992,False,,1049473255151755264,,,False,und,,False,18075,False,Twitter for iPhone,http://twitter.com/download/iphone,https://t.co/4ySIkmfllE,False
,2018-10-08 23:43:34,58776,False,,1049445228694962176,,,False,und,,False,15085,False,Twitter for iPhone,http://twitter.com/download/iphone,https://t.co/k2bOxapRtR,False
,2018-10-08 19:44:49,48395,False,,1049385141557030912,,,False,en,,Unavailable,11006,False,Twitter for iPhone,http://twitter.com/download/iphone,Great to see @AGPamBondi launch a cutting-edge statewide school safety APP in Florida today - named by Parkland Sur… https://t.co/4PBXblZ0JW,True
,2018-10-08 19:37:36,61056,False,,1049383326975373312,,,False,en,,False,14987,False,Twitter for iPhone,http://twitter.com/download/iphone,"Every day, our police officers race into darkened allies, deserted streets, &amp; onto the doorsteps of the most harden… https://t.co/oaai3FVg0o",True
,2018-10-08 19:27:41,66087,False,,1049380830395609090,,,True,en,,False,15244,False,Twitter for iPhone,http://twitter.com/download/iphone,We thank you. We salute you. We honor you. And we promise you: we will ALWAYS have your BACK – now and FOREVER!… https://t.co/RnvDOTLvu8,True
,2018-10-08 18:57:07,70817,False,,1049373138130280449,,,False,en,,False,16044,False,Twitter for iPhone,http://twitter.com/download/iphone,America’s police officers have earned the everlasting gratitude of our Nation. In moments of danger &amp; despair you a… https://t.co/movE69yT0F,True
,2018-10-08 18:32:51,44424,False,,1049367031433383936,,,False,en,,False,9517,False,Twitter for iPhone,http://twitter.com/download/iphone,"It was my great honor to address the International Association of Chiefs of Police Annual Convention in Orlando, Fl… https://t.co/FjZmjHo9CT",True
,2018-10-08 15:31:51,42980,False,,1049321480780099584,,,False,en,,False,8271,False,Twitter for iPhone,http://twitter.com/download/iphone,"Departing Washington, D.C. for the International Association of Chiefs of Police Annual Convention in Orlando, Flor… https://t.co/HNDU0DuCnA",True
,2018-10-08 13:36:11,76138,False,,1049292375330361345,,,False,en,,False,19225,False,Twitter for iPhone,http://twitter.com/download/iphone,Christopher Columbus’s spirit of determination &amp; adventure has provided inspiration to generations of Americans. On… https://t.co/tIXXwhxDci,True
,2018-10-07 18:15:22,0,False,,1049000243168206848,,,False,en,,False,20075,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @FLOTUS: Thank you Kenya ?? ?? https://t.co/JrHncob8Qp,False
,2018-10-07 14:42:25,87265,False,,1048946652621541377,,,False,en,,False,19799,False,Twitter for iPhone,http://twitter.com/download/iphone,.@SecPompeo had a good meeting with Chairman Kim today in Pyongyang. Progress made on Singapore Summit Agreements!… https://t.co/kzwV5wAVSq,True
,2018-10-07 01:21:22,227955,False,,1048745061888880640,,,False,en,,Unavailable,67739,False,Twitter for iPhone,http://twitter.com/download/iphone,"You don’t hand matches to an arsonist, and you don’t give power to an angry left-wing mob. Democrats have become to… https://t.co/VB23FlFvOT",True
,2018-10-07 01:15:00,69232,False,,1048743461543763969,,,False,ht,,False,15265,False,Twitter for iPhone,http://twitter.com/download/iphone,"Beautiful evening in Topeka, Kansas. VOTE, VOTE, VOTE! #MAGA https://t.co/bomRqsaYfm",False
,2018-10-07 00:49:56,73037,False,,1048737154778759168,,,False,en,,False,15474,False,Twitter for iPhone,http://twitter.com/download/iphone,"Thank you Kansas - I love you! 
https://t.co/ymCFNr9WQY",False
,2018-10-06 21:57:09,162911,False,,1048693669870501889,,,False,en,,Unavailable,37882,False,Twitter for iPhone,http://twitter.com/download/iphone,"The crowd in front of the U.S. Supreme Court is tiny, looks like about 200 people (&amp; most are onlookers) - that wou… https://t.co/K0175DLRAK",True
,2018-10-06 20:15:30,262737,False,,1048668088059584512,,,False,en,,Unavailable,62487,False,Twitter for iPhone,http://twitter.com/download/iphone,"I applaud and congratulate the U.S. Senate for confirming our GREAT NOMINEE, Judge Brett Kavanaugh, to the United S… https://t.co/573HIDggVn",True
,2018-10-06 20:06:01,156490,False,,1048665701513187328,,,False,en,,Unavailable,28005,False,Twitter for iPhone,http://twitter.com/download/iphone,"I have asked Steve Daines, our great Republican Senator from Montana, to attend his daughter Annie’s wedding rather… https://t.co/3cvHEGT5QS",True
,2018-10-06 16:08:57,132375,False,,1048606042123395072,,,False,en,,Unavailable,29479,False,Twitter for iPhone,http://twitter.com/download/iphone,"Women for Kavanaugh, and many others who support this very good man, are gathering all over Capitol Hill in prepara… https://t.co/lrE7vMwl8k",True
,2018-10-06 03:46:07,0,False,,1048419104594558976,,,False,en,,False,17894,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @realDonaldTrump: Thank you Minnesota - I love you!
https://t.co/eQC2NqdIil",False
,2018-10-05 21:29:54,0,False,,1048324424020254725,,,False,en,,False,19630,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @FLOTUS: Thank you Malawi! ?? ?? https://t.co/rE03LMNzOZ,False
,2018-10-05 21:29:49,0,False,,1048324404856414209,,,False,en,,False,20360,False,Twitter for iPhone,http://twitter.com/download/iphone,RT @FLOTUS: Thank you Ghana! ?? ?? https://t.co/d34cqFyRdN,False
,2018-10-05 14:59:41,199893,False,,1048226225196552193,,,False,en,,Unavailable,40433,False,Twitter for iPhone,http://twitter.com/download/iphone,Very proud of the U.S. Senate for voting “YES” to advance the nomination of Judge Brett Kavanaugh!,False
,2018-10-05 13:06:08,159745,False,,1048197648807854080,,,False,en,,Unavailable,37514,False,Twitter for iPhone,http://twitter.com/download/iphone,Just out: 3.7% Unemployment is the lowest number since 1969!,False
,2018-10-05 13:03:06,179026,False,,1048196883464818688,,,False,en,,Unavailable,53432,False,Twitter for iPhone,http://twitter.com/download/iphone,The very rude elevator screamers are paid professionals only looking to make Senators look bad. Don’t fall for it!… https://t.co/2In7zzWHoS,True
,2018-10-05 11:28:02,0,False,,1048172962094964736,,,False,en,,Unavailable,5513,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @newsobserver: Presidential adviser and daughter @IvankaTrump will make 3 stops in NC to see hurricane relief efforts, thank first respo…",False
,2018-10-05 11:25:42,0,False,,1048172372778471424,,,False,en,,False,7956,False,Twitter for iPhone,http://twitter.com/download/iphone,"RT @Scavino45: ?Happening Now | 2:08amE; Our great @FLOTUS, Melania Trump...visiting a Kenyan elephant orphanage...https://t.co/rW2cWXaswf",False
,2018-10-05 01:03:25,70256,False,,1048015772214353921,,,False,en,,False,15492,False,Twitter for iPhone,http://twitter.com/download/iphone,"Beautiful evening in Rochester, Minnesota. VOTE, VOTE, VOTE! https://t.co/SyxrxvTpZE",False
,2018-10-05 00:52:20,82859,False,,1048012979357270017,,,False,en,,False,17894,False,Twitter for iPhone,http://twitter.com/download/iphone,"Thank you Minnesota - I love you!
https://t.co/eQC2NqdIil",False
,2018-10-04 22:58:21,60343,False,,1047984297607618565,,,False,en,,Unavailable,14336,False,Twitter for iPhone,http://twitter.com/download/iphone,Just made my second stop in Minnesota for a MAKE AMERICA GREAT AGAIN rally. We need to elect @KarinHousley to the U… https://t.co/rOGv3fAwzV,True
,2018-10-04 22:17:48,70926,False,,1047974091318149120,,,False,en,,Unavailable,17126,False,Twitter for iPhone,http://twitter.com/download/iphone,Congressman Bishop is doing a GREAT job! He helped pass tax reform which lowered taxes for EVERYONE! Nancy Pelosi i… https://t.co/g6kT6INueQ,True
